SalePrice,YearBuilt,LotArea,TotalBsmtSF,1stFlrSF,GarageArea,MSZoning,LandContour,LandSlope,Street,BldgType,RoofStyle,Foundation,Electrical,BedroomAbvGr,GarageType,GarageCars,PavedDrive,SaleType,SaleCondition,HeatingQC,LotFrontage
211000,1988,10029,1151,1164,521,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,4,Attchd,2,Y,WD,Normal,TA,97
172500,1958,13650,1052,1252,451,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,4,Attchd,2,Y,WD,Normal,Ex,NA
501837,2008,17423,2216,2234,1166,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,1,Attchd,3,Y,New,Partial,Ex,63
100000,1923,8520,968,968,480,RM,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,2,Detchd,2,N,WD,Normal,TA,60
177000,2000,2117,756,769,440,FV,Lvl,Gtl,Pave,Twnhs,Gable,PConc,SBrkr,3,Detchd,2,Y,WD,Normal,Ex,NA
200100,1920,7588,793,901,216,RL,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,4,Detchd,1,Y,WD,Normal,Gd,54
120000,1957,9060,0,1340,252,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,3,Attchd,1,Y,WD,Normal,Ex,60
200000,2003,11426,1362,1362,484,RM,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Detchd,2,N,WD,Normal,Ex,63
127000,1908,7438,504,936,576,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Gd,92
475000,1892,22950,1107,1518,840,RM,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,4,Detchd,3,Y,WD,Normal,Ex,90
173000,1990,9947,1188,1217,497,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,NA
135000,1916,10410,660,808,180,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Detchd,1,N,WD,Normal,Ex,60
153337,1979,7018,1086,1224,528,RL,Bnk,Gtl,Pave,Duplex,Gable,CBlock,SBrkr,2,Detchd,2,Y,WD,Alloca,TA,64
286000,2001,4923,1593,1593,682,RL,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,0,Attchd,2,Y,WD,Normal,Ex,41
315000,1932,10570,853,1549,440,RL,Bnk,Mod,Pave,1Fam,Hip,CBlock,SBrkr,3,Detchd,2,Y,WD,Normal,TA,70
184000,1972,7472,725,725,484,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,4,Attchd,2,Y,WD,Normal,Gd,NA
192000,1999,9017,1431,1431,666,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,68
130000,2004,2522,970,970,380,RM,Lvl,Gtl,Pave,Twnhs,Gable,PConc,SBrkr,3,Detchd,2,Y,WD,Normal,Ex,24
127000,1972,7180,864,864,352,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Detchd,1,Y,WD,Normal,TA,60
148500,1976,2280,855,855,440,RL,Lvl,Gtl,Pave,Twnhs,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,TA,24
311872,2007,9416,1726,1726,786,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,3,Attchd,3,Y,New,Partial,Ex,79
235000,1918,25419,1360,1360,795,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,4,Detchd,2,Y,WD,Abnorml,Gd,174
104000,1912,5520,755,929,0,RM,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,5,NA,0,Y,WD,Abnorml,Ex,92
274900,2004,9591,1713,1713,856,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,3,Attchd,3,Y,WD,Normal,Ex,76
140000,2003,8546,1121,1121,440,RM,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,2,Attchd,2,Y,WD,Normal,Ex,80
171500,1977,10125,1196,1279,473,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Detchd,2,Y,WD,Normal,TA,75
112000,1924,7000,617,865,398,RL,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,2,Attchd,1,Y,COD,Normal,Gd,50
149000,2004,4438,848,848,420,RM,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,1,Attchd,2,Y,WD,Normal,Ex,NA
110000,1947,3500,720,720,240,RM,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,2,Detchd,1,Y,WD,Normal,TA,50
180500,1990,11851,1424,1442,500,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,99
143900,1962,13673,1140,1696,349,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,1,Y,WD,Normal,TA,40
141000,1960,12493,1100,1100,312,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,1,Y,WD,Normal,TA,NA
277000,1988,14364,1157,1180,454,RL,Low,Mod,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,NA
145000,1964,8250,1092,1092,504,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,75
98000,1925,5604,864,864,0,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,FuseA,2,NA,0,Y,WD,Normal,TA,67
186000,2009,10420,1212,1212,460,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,83
252678,2009,8640,900,932,644,FV,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,New,Partial,Ex,72
156000,1995,13568,990,990,576,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,43
161750,1977,10900,689,689,299,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,1,Y,WD,Normal,Ex,NA
134450,1957,10011,1070,1236,447,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,2,Attchd,1,Y,WD,Normal,TA,72
210000,2004,8450,1436,1436,484,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,65
107000,1925,9906,686,810,210,RM,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Detchd,1,Y,WD,Family,Fa,57
311500,1939,15660,798,1137,431,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,NA
167240,2005,3010,1248,1248,438,RL,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,2,Attchd,2,Y,New,Partial,Ex,43
204900,2006,8990,1498,1498,675,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,2,Attchd,2,Y,New,Partial,Ex,73
200000,2002,8068,1010,1010,390,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,4,BuiltIn,2,Y,ConLI,Normal,Ex,NA
179900,1975,11475,713,811,434,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,TA,85
97000,1971,10500,864,864,576,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,2,Detchd,2,Y,WD,Abnorml,Gd,70
386250,2003,13472,2392,2392,968,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,3,Attchd,3,Y,WD,Normal,Ex,103
112000,1971,1680,630,630,280,RM,Lvl,Gtl,Pave,Twnhs,Gable,CBlock,SBrkr,3,Detchd,1,Y,COD,Abnorml,TA,21
290000,1995,9950,1203,1214,721,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,4,Attchd,3,Y,WD,Abnorml,Ex,82
106000,1970,1869,483,483,280,RM,Lvl,Gtl,Pave,Twnhs,Gable,CBlock,SBrkr,2,Detchd,1,Y,WD,Normal,TA,21
125000,1967,8521,912,912,336,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Detchd,1,Y,WD,Normal,TA,70
192500,2005,3182,1373,1555,430,RL,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,2,Attchd,2,Y,WD,Normal,Ex,43
148000,1959,8760,1194,1194,312,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Attchd,1,Y,WD,Normal,TA,73
403000,1995,15138,1462,1490,810,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,4,Attchd,3,Y,WD,Normal,Ex,174
94500,1972,1680,483,483,288,RM,Lvl,Gtl,Pave,Twnhs,Gable,CBlock,SBrkr,2,Attchd,1,Y,WD,Normal,TA,21
128200,1976,10650,894,894,308,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,1,Y,WD,Normal,TA,75
216500,2002,7851,860,860,440,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,4,BuiltIn,2,Y,WD,Normal,Ex,NA
89500,1971,1680,483,483,264,RM,Lvl,Gtl,Pave,TwnhsE,Gable,CBlock,SBrkr,2,Detchd,1,Y,WD,Normal,TA,21
185500,2004,8773,1414,1414,494,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,65
194500,1993,9453,996,1014,457,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,NA
318000,2007,12030,1694,1694,818,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,3,Attchd,3,Y,New,Partial,Ex,93
113000,1945,8741,735,798,220,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,FuseA,3,Detchd,1,Y,WD,Normal,TA,52
262500,2008,9000,1566,1566,750,FV,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,75
110500,1945,3880,686,866,0,RM,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,2,NA,0,Y,WD,Normal,Gd,40
79000,1900,5000,540,889,352,RM,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,FuseA,3,Attchd,1,Y,WD,Normal,Gd,63
120000,1980,10762,626,626,288,RL,Lvl,Gtl,Pave,TwnhsE,Gable,CBlock,SBrkr,3,Attchd,1,Y,WD,Normal,TA,75
205000,1994,8880,948,1222,463,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,NA
241500,1988,10400,1845,1872,604,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,Gd,80
137000,1910,9142,1020,908,440,RM,Lvl,Gtl,Pave,2fmCon,Gable,Stone,FuseP,4,Detchd,1,Y,WD,Normal,Gd,69
140000,1954,11310,1367,1375,451,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,2,Attchd,2,Y,WD,Normal,Ex,75
180000,2003,11317,840,840,500,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,72
277000,1958,159000,1444,1444,389,RL,Low,Sev,Pave,1Fam,Gable,CBlock,SBrkr,4,Attchd,2,Y,WD,Normal,Gd,NA
76500,1940,5350,728,1306,0,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,NA,0,Y,WD,Normal,Ex,55
235000,2006,4750,1573,1625,538,RM,HLS,Mod,Pave,TwnhsE,Hip,PConc,SBrkr,2,Attchd,2,Y,WD,Family,Ex,44
173000,2004,8366,798,798,520,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,65
158000,1964,9350,1302,1302,309,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Attchd,1,Y,CWD,Normal,Ex,85
145000,1957,8400,1314,1314,294,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,1,Y,WD,Normal,TA,70
230000,1999,8738,975,1005,429,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,4,BuiltIn,2,Y,WD,Normal,Ex,66
207500,2003,8791,864,864,673,FV,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,64
220000,2006,8814,1604,1604,660,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Abnorml,Ex,68
231500,2001,12435,963,963,564,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,80
97000,1956,12702,0,882,308,RM,Lvl,Gtl,Pave,1Fam,Gable,PConc,FuseA,2,Detchd,1,Y,WD,Normal,Gd,70
176000,1962,19296,1362,1382,884,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,TA,120
276000,2007,9588,1482,1482,868,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,BuiltIn,3,Y,New,Partial,Ex,69
151000,1977,8471,506,1212,492,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,TA,88
130000,1929,5500,926,926,484,RM,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,3,Detchd,2,Y,WD,Normal,TA,50
73000,1925,5232,680,764,504,RM,Bnk,Gtl,Pave,1Fam,Gable,BrkTil,FuseP,2,Detchd,2,N,WD,Normal,Gd,30
175500,1981,12090,1422,1422,576,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,TA,78
185000,1997,11207,802,802,413,RL,HLS,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Gd,70
179500,1939,8400,720,1052,240,RL,Bnk,Mod,Pave,1Fam,Gable,PConc,SBrkr,4,Detchd,1,Y,WD,Normal,Ex,60
120500,1940,6900,740,778,924,RM,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,2,Detchd,1,Y,WD,Normal,Ex,71
148000,1976,7917,1143,1113,504,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Attchd,1,Y,WD,Normal,TA,NA
266000,2006,10728,1095,1095,1053,FV,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,3,Y,New,Partial,Gd,84
241500,1954,39104,1385,1363,439,RL,Low,Sev,Pave,1Fam,Flat,CBlock,SBrkr,2,Attchd,2,Y,WD,Normal,Ex,73
290000,1999,11764,1152,1164,671,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,4,Attchd,3,Y,WD,Normal,Ex,92
139000,1958,9600,1240,1632,338,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Attchd,1,Y,WD,Normal,Gd,80
124500,1982,8314,816,816,264,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,2,Attchd,1,Y,WD,Normal,TA,76
205000,1925,7264,952,952,672,RL,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,3,Detchd,2,Y,WD,Normal,Gd,55
201000,2003,9196,1560,1560,573,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,129
141000,1951,19138,864,864,400,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,2,Detchd,2,Y,WD,Normal,Ex,140
415298,2006,14450,2121,2121,732,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,3,Y,New,Partial,Ex,107
192000,1977,10005,1160,1156,505,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,4,Attchd,2,Y,WD,Normal,Ex,83
228500,1989,11287,807,1175,575,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,Gd,82
185000,2006,7200,1262,1262,572,FV,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,2,Attchd,2,Y,New,Partial,Gd,60
207500,2007,5063,1314,1314,626,RL,Lvl,Gtl,Pave,Twnhs,Gable,PConc,SBrkr,2,Attchd,2,Y,ConLw,Normal,Ex,34
244600,2008,9612,1468,1468,898,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,3,Y,New,Partial,Ex,74
179200,1992,8012,1575,1575,529,RL,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,2,Attchd,2,Y,WD,Normal,Gd,50
164700,2006,4251,625,625,528,FV,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,2,Detchd,2,Y,New,Partial,Ex,35
159000,1962,9786,912,1085,440,RL,Bnk,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,TA,77
88000,1971,8125,858,858,0,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,NA,0,Y,WD,Normal,TA,NA
122000,1967,9819,882,900,280,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Detchd,1,Y,WD,Normal,TA,NA
153575,1915,8730,698,698,384,RL,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,FuseA,3,Detchd,1,Y,WD,Normal,Ex,60
233230,2006,15611,1079,1079,685,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,New,Partial,Ex,120
135900,1912,5687,780,936,0,RL,Bnk,Gtl,Pave,2fmCon,Gable,PConc,SBrkr,6,NA,0,N,WD,Normal,Ex,55
131000,1949,11409,768,1148,281,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,1,Y,WD,Normal,Gd,60
235000,1977,16659,795,1468,539,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,Fa,NA
167000,1953,9600,1416,1644,418,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,TA,80
142500,1984,7937,1003,1003,588,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Detchd,2,Y,WD,Normal,TA,37
152000,1950,13710,910,910,282,RM,Lvl,Gtl,Pave,1Fam,Gable,CBlock,FuseA,4,Attchd,1,Y,WD,Normal,TA,75
239000,1997,7399,975,975,576,FV,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,3,Detchd,2,Y,WD,Normal,Ex,66
175000,1968,11700,702,1041,539,RL,Lvl,Gtl,Pave,1Fam,Mansard,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,Gd,90
158500,1950,14000,1092,1152,300,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,1,Y,WD,Family,Ex,80
157000,1953,15750,1165,1336,375,RL,Lvl,Gtl,Pave,2fmCon,Hip,CBlock,SBrkr,2,Attchd,1,Y,WD,Normal,TA,90
267000,1998,16226,1028,1210,683,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,4,BuiltIn,2,Y,WD,Normal,Ex,66
205000,2001,13704,1541,1541,843,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,3,Y,WD,Normal,Ex,118
149900,1972,9800,894,894,552,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Abnorml,TA,70
295000,1880,18386,1470,1675,870,RM,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,3,Attchd,3,Y,WD,Normal,Ex,87
305900,2004,10386,2000,2000,888,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,3,Y,WD,Normal,Ex,80
225000,1990,13474,700,1122,746,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,4,Attchd,3,Y,WD,Normal,Gd,116
89500,1920,7920,319,1035,0,RM,Lvl,Gtl,Pave,1Fam,Gable,CBlock,FuseA,3,NA,0,N,WD,Normal,TA,NA
82500,1940,12342,861,861,539,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,1,Detchd,2,Y,WD,Normal,Ex,NA
360000,2003,12378,1896,1944,708,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,3,Y,WD,Normal,Ex,90
165600,1993,7685,697,697,420,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Gd,NA
132000,1948,8000,972,972,240,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,2,Detchd,1,Y,WD,Normal,Ex,50
119900,1939,7800,793,793,410,RM,Lvl,Gtl,Pave,2fmCon,Gable,CBlock,SBrkr,3,Detchd,2,Y,WD,Normal,TA,65
375000,1965,215245,2136,2036,513,RL,Low,Sev,Pave,1Fam,Hip,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,TA,150
178000,1925,9600,728,832,546,RM,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,3,Detchd,2,Y,WD,Normal,Ex,60
188500,2004,7795,716,716,432,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,71
260000,1980,13005,845,1153,484,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,4,Attchd,2,Y,WD,Normal,TA,94
270000,2006,9000,1088,1088,1025,FV,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,3,Y,WD,Normal,Ex,75
260000,1993,9900,1347,1372,656,RL,Low,Mod,Pave,1Fam,Gable,PConc,SBrkr,4,Attchd,3,Y,WD,Normal,Ex,90
187500,1980,14115,1372,1472,588,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,TA,NA
342643,2006,16259,1249,1249,840,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,4,Attchd,3,Y,New,Partial,Ex,111
354000,2004,12099,1136,1136,872,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,4,BuiltIn,3,Y,WD,Normal,Ex,99
301000,1986,10380,1502,1553,576,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,4,Attchd,2,Y,WD,Normal,Ex,86
126175,1955,5820,1162,1163,220,RM,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,1,Y,WD,Normal,Ex,49
242000,1967,11275,710,1898,564,RL,Lvl,Gtl,Pave,1Fam,Mansard,CBlock,SBrkr,5,BuiltIn,2,Y,WD,Normal,Ex,96
87000,1941,5000,720,803,360,RM,Lvl,Gtl,Pave,1Fam,Gable,CBlock,FuseF,2,Detchd,2,Y,WD,Normal,Po,50
324000,1993,10846,1719,1719,473,RL,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,1,Attchd,2,Y,Con,Normal,Ex,32
145250,1960,11600,1383,1383,292,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,3,Attchd,1,Y,WD,Normal,TA,80
214500,1916,11888,844,1445,441,RL,Bnk,Gtl,Pave,1Fam,Gable,BrkTil,FuseA,5,Detchd,2,Y,WD,Normal,Gd,NA
78000,1920,6402,596,596,189,RM,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Detchd,1,N,WD,Normal,TA,60
119000,1964,10624,1728,1728,352,RL,Lvl,Gtl,Pave,Duplex,Gable,CBlock,SBrkr,6,Detchd,1,Y,WD,Normal,TA,NA
139000,1958,8176,1056,1056,308,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,1,Y,WD,Normal,Fa,70
284000,2003,10655,3206,1629,880,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,3,Y,WD,Normal,Ex,85
207000,2004,8198,1358,1358,484,RM,Lvl,Gtl,Pave,TwnhsE,Gable,PConc,SBrkr,2,Attchd,2,Y,WD,Normal,Ex,59
192000,1998,9042,943,943,472,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Gd,59
228950,1965,164660,1499,1619,529,RL,HLS,Sev,Grvl,2fmCon,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,NA
377426,2005,14157,1922,1922,676,RL,HLS,Gtl,Pave,1Fam,Hip,PConc,SBrkr,3,Attchd,3,Y,WD,Normal,Ex,86
214000,2002,9135,1536,1536,532,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,70
202500,1984,14145,1208,1621,440,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Attchd,2,Y,WD,Normal,Ex,91
155000,1958,12400,1215,1215,297,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,FuseA,3,Attchd,1,Y,WD,Normal,TA,66
202900,2002,14191,967,993,431,RL,Lvl,Gtl,Pave,1Fam,Gable,PConc,SBrkr,4,Attchd,2,Y,WD,Normal,Ex,85
82000,1950,8400,721,841,294,RH,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,2,CarPort,1,N,WD,Normal,Gd,60
87500,1949,8544,0,1040,400,RL,Lvl,Gtl,Pave,Duplex,Gable,Slab,FuseA,2,Detchd,2,Y,WD,Normal,Fa,NA
266000,2005,8849,1684,1684,564,RL,Lvl,Gtl,Pave,TwnhsE,Hip,PConc,SBrkr,2,Attchd,2,Y,WD,Normal,Ex,63
85000,1976,2592,536,536,336,RM,Lvl,Gtl,Pave,TwnhsE,Gable,CBlock,SBrkr,3,Attchd,1,Y,WD,Normal,TA,36
140200,1939,6435,972,972,312,RL,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,3,Detchd,1,Y,WD,Normal,Gd,65
151500,1960,12772,958,958,301,RL,Lvl,Gtl,Pave,1Fam,Hip,CBlock,SBrkr,2,Attchd,1,Y,WD,Normal,TA,NA
157500,1960,17600,1478,1478,498,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,FuseA,3,Attchd,2,Y,WD,Normal,Ex,NA
154000,2003,2448,764,764,474,RL,Lvl,Gtl,Pave,Twnhs,Gable,PConc,SBrkr,2,BuiltIn,2,Y,WD,Normal,Ex,36
437154,2005,20431,1848,1848,706,RL,Lvl,Gtl,Pave,1Fam,Hip,PConc,SBrkr,4,Attchd,3,Y,New,Partial,Ex,56
318061,2007,7820,1869,1869,617,RL,Lvl,Gtl,Pave,TwnhsE,Hip,PConc,SBrkr,2,Attchd,2,Y,New,Partial,Ex,68
190000,1986,5271,1453,1453,445,RL,Low,Mod,Pave,1Fam,Gable,PConc,SBrkr,2,Attchd,2,Y,WD,Abnorml,Gd,NA
95000,1941,9084,616,616,200,RL,Lvl,Gtl,Pave,1Fam,Gable,CBlock,SBrkr,3,Detchd,1,Y,ConLw,Normal,TA,60
105900,1928,8520,624,720,484,RM,Lvl,Gtl,Pave,1Fam,Gable,BrkTil,SBrkr,2,Detchd,2,Y,WD,Normal,Gd,60
